ID_Prov,Coord_X,Coord_Y,Coord_PortX,Coord_PortY,Land_PPort,Land_PSize,Land_PRad,Land_Soil,Land_Heat,Land_Rain,Land_Inundation,
2.483,0.722,10.159,0.500,0.053,2810.500,1878.000,6.000,6.000,3371.884,54,4.180,
0.810,10.803,0.511,0.148,2806.000,1860.000,6.000,6.000,3358.172,8,1.681,0.832,
10.097,0.500,0.000,2861.500,1875.500,6.000,6.000,3413.050,18,2.418,0.774,9.811,
0.500,0.000,2847.000,1881.000,6.000,6.000,3403.954,17,2.342,0.752,10.441,0.500,
0.000,2829.000,1864.500,6.000,6.000,3379.845,16,2.296,0.857,12.208,0.500,0.231,
2838.000,1895.000,6.000,6.000,3404.195,40,3.586,0.707,10.236,0.500,0.047,2844.500,
1807.000,6.000,6.000,3361.649,46,3.828,0.847,9.830,0.676,0.012,2860.500,1773.000,
6.000,6.000,3357.150,70,4.739,0.454,8.520,0.915,0.016,2841.000,1847.000,6.000,
6.000,3380.312,121,6.222,0.687,9.294,0.500,0.013,2868.500,1853.500,6.000,6.000,
3406.929,78,4.997,0.800,8.875,0.519,0.000,2877.000,1837.000,6.000,6.000,3405.173,
79,5.023,0.781,8.613,0.500,0.013,2882.500,1827.000,6.000,6.000,3404.452,85,
5.232,0.753,8.779,0.500,0.031,2911.500,1827.000,6.000,6.000,3428.990,107,5.862,
0.838,8.624,0.515,0.010,2924.000,1823.500,6.000,6.000,3437.736,117,6.128,0.601,
7.622,0.534,0.009,2952.000,1818.500,6.000,6.000,3458.912,144,6.788,0.583,6.526,
0.507,0.000,2967.000,1826.000,6.000,6.000,3475.618,55,4.217,0.727,6.636,0.500,
0.000,2911.000,1888.500,6.000,6.000,3461.623,144,6.783,0.812,10.209,0.500,0.076,
2954.000,1846.000,6.000,6.000,3475.098,102,5.711,0.847,8.301,0.500,0.010,2951.000,
1875.000,6.000,6.000,3488.006,94,5.483,0.820,10.209,0.500,0.051,2986.000,1886.000,
6.000,6.000,3523.464,85,5.206,0.788,10.169,0.500,0.086,3007.000,1856.000,6.000,
6.000,3525.408,37,3.442,0.815,10.155,0.500,0.072,3020.500,1861.000,6.000,6.000,
3539.525,116,6.100,0.675,10.182,0.500,0.067,3008.000,1882.000,6.000,6.000,3539.969,
244,8.828,0.767,10.133,0.500,0.099,3002.000,1900.000,6.000,6.000,3544.468,52,
4.075,0.790,9.198,0.500,0.018,3010.000,1914.000,6.000,6.000,3558.719,49,3.968,
0.930,8.755,0.500,0.056,3066.000,1982.000,6.000,6.000,3642.551,150,6.931,0.784,
6.916,0.500,0.040,3037.500,2018.500,6.000,6.000,3638.701,43,3.731,0.765,6.314,
0.500,0.095,3005.000,2017.000,3008.500,2006.500,11.068,113,6.023,0.756,7.757,0.500,
0.184,2992.000,2016.500,2994.500,2015.500,2.693,27,2.978,1.000,9.254,0.500,0.259,
2922.500,1786.500,6.000,6.000,3417.039,161,7.175,0.961,12.054,0.500,0.038,2959.000,
1805.500,6.000,6.000,3458.093,80,5.062,0.897,10.424,0.500,0.041,2973.500,1799.500,
6.000,6.000,3467.376,155,7.031,0.757,11.633,0.500,0.047,2953.000,1777.000,6.000,
6.000,3438.204,63,4.505,0.813,12.755,0.500,0.115,2950.000,1732.000,6.000,6.000,
3412.655,247,8.881,0.574,11.100,0.524,0.020,2974.000,1736.000,6.000,6.000,3435.393,
131,6.479,0.764,12.333,0.500,0.018,2970.000,1713.000,6.000,6.000,3420.401,168,
7.329,0.509,10.582,0.500,0.000,2981.000,1728.000,6.000,6.000,3437.428,106,5.829,
0.805,12.364,0.500,0.028,2961.000,1698.000,6.000,6.000,3405.127,52,4.095,0.443,
11.410,0.612,0.047,2953.000,1673.500,2939.500,1675.500,13.647,157,7.089,0.816,13.468,
0.618,0.276,3005.000,1685.000,6.000,6.000,3437.011,135,6.567,0.599,9.860,0.500,
0.005,3053.000,1701.500,6.000,6.000,3486.966,82,5.139,0.804,14.205,0.500,0.030,
3063.000,1712.500,6.000,6.000,3501.056,117,6.125,0.866,13.709,0.500,0.042,3079.500,
1739.000,3086.500,1738.000,7.071,187,7.733,0.887,13.962,0.487,0.262,3062.500,1740.000,
6.000,6.000,3514.107,139,6.669,0.893,13.643,0.500,0.144,3057.000,1754.000,6.000,
6.000,3516.263,176,7.506,0.834,11.364,0.500,0.033,3046.000,1736.500,6.000,6.000,
3498.032,105,5.802,0.982,13.294,0.500,0.105,3040.000,1748.500,6.000,6.000,3498.780,
104,5.755,0.820,10.474,0.500,0.012,3012.000,1730.500,6.000,6.000,3465.535,207,
8.126,0.909,13.581,0.500,0.046,2995.500,1763.000,6.000,6.000,3467.587,232,8.605,
0.638,8.580,0.506,0.000,2976.000,1773.500,6.000,6.000,3456.148,111,5.959,0.847,
11.615,0.500,0.005,3027.000,1793.000,6.000,6.000,3509.959,68,4.682,0.661,6.388,
0.500,0.000,3050.000,1780.000,6.000,6.000,3523.210,226,8.484,0.671,8.154,0.500,
0.013,3027.716,1817.321,6.000,6.000,3523.017,322,10.138,0.693,7.462,0.500,0.000,
3055.000,1811.000,6.000,6.000,3543.223,110,5.928,0.998,10.067,0.500,0.044,3109.000,
1769.000,3108.500,1772.500,3.536,94,5.483,0.817,13.035,0.496,0.274,3223.000,1744.000,
3223.000,1742.000,2.000,15,2.246,0.714,14.823,0.500,0.333,3235.500,1742.500,3236.000,
1737.000,5.523,152,6.966,0.661,14.938,0.527,0.320,3333.000,1707.000,6.000,6.000,
3736.620,39,3.544,0.348,2.713,0.700,0.000,3306.000,1712.000,6.000,6.000,3714.894,
33,3.269,0.380,3.530,0.700,0.089,3288.500,1703.500,3286.000,1703.000,2.550,204,
8.074,0.582,12.859,0.867,0.245,3289.000,1687.000,3289.000,1690.000,3.000,67,4.643,
0.613,10.808,0.757,0.223,3307.000,1683.500,6.000,6.000,3702.784,97,5.577,0.554,
4.236,0.508,0.007,3292.000,1665.000,6.000,6.000,3681.043,183,7.637,0.720,4.155,
0.500,0.030,3273.000,1661.000,6.000,6.000,3662.283,130,6.454,0.696,5.144,0.500,
0.061,3335.000,1678.500,6.000,6.000,3725.520,173,7.432,0.588,9.820,0.500,0.022,
3347.000,1659.000,6.000,6.000,3727.558,135,6.561,0.711,5.665,0.458,0.079,3360.000,
1646.500,6.000,6.000,3733.705,146,6.821,0.370,9.526,0.499,0.018,3361.000,1672.000,
6.000,6.000,3745.875,147,6.860,0.683,13.893,0.451,0.009,3374.500,1675.500,6.000,
6.000,3759.524,118,6.143,0.863,15.459,0.487,0.076,3385.000,1657.500,6.000,6.000,
3760.996,145,6.817,0.898,17.238,0.481,0.087,3400.000,1650.000,6.000,6.000,3771.203,
163,7.224,0.832,17.516,0.422,0.141,3412.000,1665.000,6.000,6.000,3788.551,58,
4.330,1.000,17.419,0.350,0.033,2779.500,1851.000,6.000,6.000,3331.115,34,3.324,
0.857,10.743,0.500,0.000,2778.000,1881.000,6.000,6.000,3346.582,38,3.521,0.842,
11.556,0.500,0.061,2795.000,1800.000,6.000,6.000,3316.166,80,5.067,0.854,9.311,
0.522,0.000,2692.000,1839.000,6.000,6.000,3251.843,112,5.990,0.839,12.773,0.532,
0.452,2740.000,1011.000,2739.500,1006.500,4.528,22,2.704,0.708,24.109,0.961,0.000,
2845.500,1927.000,2850.000,1925.000,4.924,21,2.600,0.857,10.290,0.500,0.336,2828.000,
1921.500,2827.000,1925.000,3.640,20,2.585,0.821,11.365,0.500,0.302,2819.500,1913.500,
6.000,6.000,3399.167,12,1.996,0.835,11.903,0.500,0.368,2837.500,1906.500,6.000,
6.000,3410.175,27,2.965,0.799,9.911,0.500,0.261,2845.000,1905.500,6.000,6.000,
3415.849,52,4.071,0.805,10.091,0.500,0.228,2796.500,1864.500,6.000,6.000,3352.747,
24,2.807,0.768,10.061,0.500,0.000,3399.000,1618.000,6.000,6.000,3756.460,137,
6.622,0.810,14.505,0.595,0.187,3435.000,1596.000,6.000,6.000,3779.701,143,6.765,
0.770,9.693,0.419,0.209,3365.000,1558.000,6.000,6.000,3700.214,215,8.286,0.781,
14.692,0.476,0.234,3388.500,1507.500,6.000,6.000,3700.785,197,7.925,0.402,23.052,
0.350,0.683,3444.000,1496.000,6.000,6.000,3746.991,437,11.800,0.479,13.246,0.350,
0.291,3452.000,1468.500,6.000,6.000,3743.504,231,8.589,0.623,18.555,0.350,0.323,
3444.000,1457.500,3446.000,1449.500,8.246,235,8.651,0.628,23.678,0.350,0.437,3505.500,
1451.000,6.000,6.000,3786.096,703,14.962,0.479,18.537,0.350,0.164,3524.000,1468.500,
6.000,6.000,3809.886,408,11.397,0.672,16.374,0.350,0.040,3541.000,1456.000,3526.000,
1435.000,25.807,716,15.098,0.648,21.798,0.350,0.056,3593.500,1453.500,6.000,6.000,
3868.516,761,15.567,0.494,19.004,0.254,0.004,3651.500,1465.500,6.000,6.000,3926.807,
620,14.060,0.560,18.557,0.296,0.012,1.000,1.000,6.000,6.000,7.071,3796,
34.763,0.468,18.489,0.272,0.032,3475.500,1508.000,6.000,6.000,3780.666,779,15.751,
0.632,15.549,0.329,0.039,1.000,1.000,6.000,6.000,7.071,2336,27.274,0.483,
18.165,0.334,0.203,3582.000,1562.000,6.000,6.000,3899.861,215,8.278,0.595,14.336,
0.350,0.061,3569.000,1564.000,6.000,6.000,3888.744,450,11.976,0.560,16.865,0.350,
0.089,3534.000,1607.000,6.000,6.000,3874.272,211,8.211,0.703,15.988,0.350,0.092,
3512.000,1604.000,6.000,6.000,3853.004,235,8.660,0.383,16.349,0.350,0.067,3685.000,
1574.500,6.000,6.000,3999.404,695,14.882,0.219,5.212,0.444,0.065,3682.500,1600.500,
6.000,6.000,4007.379,565,13.422,0.845,16.316,0.363,0.081,3653.122,1620.511,6.000,
6.000,3988.502,269,9.257,0.697,17.502,0.350,0.077,3659.500,1629.500,6.000,6.000,
3997.976,125,6.313,0.202,0.219,0.090,3664.000,1656.000,6.000,6.000,4012.912,787,
15.838,0.167,1.154,0.501,0.078,3715.000,1705.000,6.000,6.000,4079.618,353,10.608,
0.601,12.250,0.418,0.011,3819.000,1681.500,6.000,6.000,4164.885,409,11.424,0.254,
1.059,0.414,0.024,3570.000,1596.000,6.000,6.000,3902.588,156,7.049,0.662,12.364,
0.350,0.027,2836.000,1862.500,6.000,6.000,3384.596,93,5.462,0.776,10.733,0.500,
0.109,2852.500,1862.000,6.000,6.000,3398.132,35,3.361,0.676,9.891,0.500,0.000,
2840.000,1857.000,6.000,6.000,3384.931,47,3.875,0.705,9.363,0.500,0.043,2832.000,
1859.000,6.000,6.000,3379.332,15,2.237,0.833,10.128,0.500,0.032,2749.000,1834.000,
6.000,6.000,3296.306,86,5.251,0.755,11.079,0.500,0.000,2821.000,1850.500,6.000,
6.000,3365.473,26,2.895,0.737,9.337,0.500,0.058,2823.000,1828.500,6.000,6.000,
3355.145,66,4.604,0.771,9.692,0.500,0.024,2827.500,1795.500,6.000,6.000,3341.133,
37,3.438,0.618,6.293,0.642,0.015,2847.000,1816.000,6.000,6.000,3368.587,22,
2.688,0.704,8.776,0.515,0.000,2656.000,1882.000,2659.000,1880.500,3.354,81,5.096,
0.914,13.556,0.500,0.234,2735.000,1731.000,6.000,6.000,3228.477,120,6.182,0.639,
9.290,0.571,0.045,2682.500,1713.500,2685.500,1713.500,3.000,40,3.588,0.750,16.869,
0.500,0.346,2674.000,1712.500,6.000,6.000,3167.075,119,6.170,0.704,14.168,0.519,
0.026,2743.000,1904.000,2738.000,1908.000,6.403,41,3.619,0.765,13.019,0.500,0.585,
2559.500,1667.500,6.000,6.000,3046.464,146,6.835,0.562,13.042,0.451,0.018,2543.000,
1661.000,6.000,6.000,3029.091,118,6.145,0.541,16.381,0.451,0.006,2797.500,1742.000,
6.000,6.000,3287.274,35,3.362,0.897,14.999,0.500,0.034,2827.000,1738.000,2828.500,
1739.000,1.803,14,2.122,1.000,17.262,0.500,0.468,2801.500,1717.500,2800.500,1716.500,
1.414,19,2.492,0.894,17.314,0.500,0.091,2841.500,1688.000,2837.500,1683.000,6.403,
129,6.425,0.726,16.749,0.539,0.320,2903.000,1668.500,2903.500,1667.500,1.118,46,
3.829,0.729,17.956,0.500,0.237,2971.500,1662.000,6.000,6.000,3396.546,183,7.645,
0.763,12.226,0.500,0.079,2987.000,1636.000,2990.000,1637.500,3.354,120,6.186,0.715,
14.245,0.500,0.257,2976.500,1605.500,2975.000,1605.000,1.581,22,2.656,0.714,17.525,
0.500,0.186,2998.000,1614.000,2994.500,1622.500,9.192,58,4.318,0.735,15.576,0.500,
0.311,3048.000,1645.500,3046.500,1644.500,1.803,65,4.581,0.686,16.859,0.500,0.174,
3057.500,1682.500,3045.000,1668.000,19.144,274,9.350,0.771,15.536,0.500,0.330,3161.500,
1740.500,3162.000,1739.000,1.581,18,2.459,0.733,12.001,0.500,0.346,3157.000,1657.000,
6.000,6.000,3557.331,92,5.424,0.857,10.151,0.478,0.000,3175.000,1618.000,6.000,
6.000,3555.433,179,7.559,0.812,10.667,0.386,0.049,1.000,1.000,6.000,6.000,
7.071,34,3.315,0.759,10.253,0.500,0.056,3228.500,1675.500,3223.500,1677.500,5.385,
95,5.517,0.427,13.008,0.510,0.123,3217.000,1663.000,6.000,6.000,3613.332,196,
7.918,0.757,9.583,0.500,0.037,3178.500,1656.500,6.000,6.000,3576.158,408,11.396,
0.843,10.038,0.488,0.000,3245.000,1641.000,6.000,6.000,3628.270,278,9.410,0.731,
11.657,0.500,0.194,3282.000,1601.000,6.000,6.000,3643.652,201,8.006,0.891,18.036,
0.466,0.449,3198.000,1579.000,3196.500,1579.000,1.500,93,5.457,0.775,18.184,0.500,
0.123,3158.500,1501.500,3157.000,1504.000,2.915,430,11.707,0.445,19.829,0.145,0.034,
3108.000,1331.000,6.000,6.000,3373.133,62,4.469,0.857,23.813,0.000,0.028,3177.000,
1268.000,3182.000,1266.000,5.385,1160,19.221,0.788,25.917,0.260,0.008,3253.000,1235.000,
6.000,6.000,3471.808,193,7.845,0.479,18.319,0.500,0.053,3255.000,1223.000,6.000,
6.000,3469.451,107,5.845,0.546,17.968,0.500,0.106,3241.000,1176.000,6.000,6.000,
3440.076,241,8.773,0.641,15.656,0.698,0.173,3333.500,699.000,3331.000,700.000,2.693,
2130,26.045,0.753,24.266,0.632,0.281,3321.500,635.500,3318.500,635.000,3.041,56,
4.254,0.723,22.567,0.500,0.279,3325.500,616.000,3323.500,613.500,3.202,427,11.670,
0.756,22.651,0.532,0.224,3353.000,604.000,3352.000,600.500,3.640,536,13.073,0.787,
22.309,0.759,0.158,3374.000,616.000,3376.000,615.000,2.236,167,7.305,0.639,21.550,
0.995,0.111,3382.000,646.000,3385.000,645.500,3.041,556,13.315,0.672,22.347,0.951,
0.098,3370.000,711.000,6.000,6.000,3437.080,1189,19.458,0.557,18.935,0.756,0.080,
3317.000,1545.000,6.000,6.000,3651.197,339,10.395,0.579,20.498,0.350,0.333,3343.500,
1505.000,6.000,6.000,3658.676,131,6.480,0.601,22.121,0.350,0.201,3374.000,1496.000,
6.000,6.000,3682.869,133,6.520,0.413,22.748,0.350,0.180,4114.000,1373.500,6.000,
6.000,4329.633,531,13.007,0.627,24.085,0.847,0.315,4139.000,1323.000,6.000,6.000,
4337.762,219,8.357,0.624,25.044,0.797,0.331,4133.000,1339.000,6.000,6.000,4336.936,
213,8.234,0.802,25.432,0.702,0.353,4163.000,1360.000,6.000,6.000,4371.952,462,
12.138,0.377,21.831,0.723,0.128,4212.000,1330.500,6.000,6.000,4409.619,123,6.265,
0.364,23.222,0.961,0.122,4206.500,1280.000,6.000,6.000,4389.451,152,6.960,0.480,
25.201,0.700,0.330,4192.000,1248.000,6.000,6.000,4366.367,172,7.416,0.518,24.558,
0.884,0.372,4246.000,1036.000,4247.000,1033.500,2.693,169,7.345,0.631,27.466,1.000,
0.498,4165.000,1077.000,4168.000,1080.000,4.243,126,6.357,0.587,25.863,1.000,0.233,
4155.000,1073.000,6.000,6.000,4284.004,187,7.727,0.397,19.633,1.000,0.253,4159.500,
1053.500,4161.000,1052.000,2.121,138,6.636,0.511,24.296,1.000,0.453,4187.500,1014.000,
4185.500,1015.000,2.236,225,8.475,0.404,23.768,1.000,0.230,4205.000,1042.000,4204.000,
1049.000,7.071,297,9.738,0.587,26.396,1.000,0.493,4247.000,1002.000,4255.000,1004.500,
8.382,606,13.897,0.516,27.180,1.000,0.228,4184.000,1052.000,6.000,6.000,4306.948,
69,4.710,0.394,23.181,1.000,0.356,4221.500,963.500,4219.500,963.500,2.000,189,
7.776,0.545,25.416,1.000,0.249,4239.000,952.000,4235.000,948.000,5.657,118,6.152,
0.601,24.232,1.000,0.190,4243.000,971.000,6.000,6.000,4345.503,536,13.074,0.535,
24.938,1.000,0.125,4288.000,961.500,4288.500,965.500,4.031,930,17.212,0.611,27.733,
1.000,0.461,4290.000,900.000,4292.000,899.000,2.236,108,5.875,0.583,26.560,1.000,
0.396,4304.000,892.500,4304.000,889.500,3.000,194,7.875,0.529,24.771,1.000,0.483,
4322.000,906.500,4322.000,908.500,2.000,144,6.777,0.629,26.560,0.998,0.703,4348.000,
887.000,4344.000,886.000,4.123,157,7.088,0.695,26.804,1.000,0.542,4382.000,889.000,
6.000,6.000,4464.198,81,5.090,0.767,26.126,1.000,0.650,4357.000,896.000,4356.000,
898.000,2.236,75,4.902,0.774,23.474,1.000,0.599,4580.000,1017.000,4580.000,1022.000,
5.000,272,9.315,0.579,24.998,0.997,0.342,4406.000,1055.000,4404.000,1056.500,2.500,
265,9.194,0.598,27.434,1.000,0.362,4240.000,1198.000,4241.000,1196.000,2.236,135,
6.577,0.435,27.254,1.000,0.335,4271.000,1172.000,4269.000,1169.500,3.202,194,7.865,
0.618,27.989,0.999,0.713,4279.000,1164.500,4277.000,1163.500,2.236,273,9.325,0.641,
28.745,1.000,0.972,4289.000,1195.000,6.000,6.000,4444.976,153,6.993,0.771,28.203,
0.769,0.581,4296.000,1252.500,6.000,6.000,4467.422,260,9.100,0.451,25.162,1.000,
0.167,4250.500,1283.500,6.000,6.000,4432.582,232,8.608,0.700,26.020,0.993,0.884,
4293.000,1324.000,4296.000,1321.000,4.243,164,7.239,0.809,24.775,1.000,0.757,4276.000,
1335.000,6.000,6.000,4472.040,322,10.130,0.325,22.227,1.000,0.123,4296.370,1341.764,
6.000,6.000,4493.500,107,5.861,0.804,24.322,1.000,0.910,4344.000,1295.000,4346.000,
1294.000,2.236,251,8.944,0.460,24.851,0.833,0.439,4199.000,1029.000,6.000,6.000,
4315.991,135,6.573,0.569,25.376,1.000,0.077,1.000,1.000,6.000,6.000,7.071,
221,8.391,0.399,21.482,1.000,0.246,3372.000,734.000,6.000,6.000,3443.826,952,
17.411,0.702,23.579,0.909,0.201,4842.500,1630.000,4844.000,1629.000,1.803,145,6.803,
0.749,13.659,0.700,0.553,4839.000,1615.000,4842.500,1617.000,4.031,84,5.183,0.838,
14.732,0.703,0.262,4828.500,1652.500,4826.500,1655.000,3.202,173,7.423,0.774,12.931,
0.974,0.442,4809.000,1597.000,6.000,6.000,5059.653,112,5.982,0.674,13.631,0.788,
0.283,4801.500,1623.000,4803.500,1626.500,4.031,21,2.631,0.429,18.277,1.000,0.118,
4828.000,1585.000,4827.000,1581.500,3.640,69,4.694,0.747,17.476,0.713,0.915,4829.000,
1578.500,4832.500,1575.500,4.610,44,3.779,0.712,17.820,0.961,0.451,4825.000,1571.000,
4824.500,1569.000,2.062,17,2.377,0.857,16.838,1.000,0.297,4809.000,1569.000,4807.500,
1568.000,1.803,46,3.851,0.832,20.077,1.000,0.130,4779.000,1606.500,4783.500,1611.500,
6.727,37,3.466,0.714,14.270,1.000,0.321,4774.000,1598.000,4771.500,1597.000,2.693,
57,4.289,0.748,14.142,1.000,0.413,4760.500,1579.000,4760.000,1580.500,1.581,15,
2.215,0.714,15.273,1.000,0.547,4802.500,1571.500,4806.500,1572.500,4.123,60,4.389,
0.721,16.078,1.000,0.232,4784.000,1567.500,4780.500,1566.500,3.640,54,4.179,0.539,
16.386,1.000,0.326,4776.500,1561.000,4777.500,1558.500,2.693,8,1.691,0.429,14.977,
1.000,0.250,4767.500,1566.500,6.000,6.000,5010.693,13,2.064,0.595,17.167,1.000,
0.105,4757.500,1560.500,6.000,6.000,4999.322,13,2.068,0.500,17.697,0.983,0.615,
4755.000,1561.500,4752.500,1560.500,2.693,14,2.182,0.429,16.942,0.925,0.567,4755.000,
1573.500,6.000,6.000,5001.006,50,3.996,0.716,17.334,0.991,0.489,4736.500,1578.500,
4737.500,1581.000,2.693,33,3.246,0.717,15.625,1.000,0.443,4722.500,1578.500,4726.000,
1580.000,3.808,41,3.655,0.729,15.358,1.000,0.457,4733.000,1564.000,4737.500,1566.000,
4.924,22,2.665,0.529,17.158,0.700,0.663,4704.000,1569.000,4702.500,1570.000,1.803,
69,4.694,0.707,17.286,1.000,0.326,4719.000,1561.000,4721.500,1559.500,2.915,76,
4.919,0.634,16.830,0.847,0.594,4694.500,1556.000,4698.500,1553.000,5.000,63,4.511,
0.539,16.559,1.000,0.521,4741.000,1555.500,4742.500,1553.000,2.915,65,4.570,0.596,
17.179,1.000,0.420,4746.500,1559.500,4746.500,1561.000,1.500,15,2.237,0.429,14.361,
0.757,0.591,4677.000,1548.000,4679.000,1552.000,4.472,47,3.897,0.537,17.225,1.000,
0.447,4679.500,1541.500,4675.000,1539.000,5.148,27,2.956,0.690,17.844,1.000,0.759,
4683.000,1515.500,4688.000,1510.000,7.433,97,5.575,0.546,17.748,1.000,0.305,4762.000,
1558.500,6.000,6.000,5002.978,34,3.317,0.429,16.860,1.000,0.530,4793.500,1580.500,
6.000,6.000,5039.763,82,5.115,0.661,11.806,1.000,0.167,1026,18.080,0.000,
0.149,0.000,0.729,81,5.103,0.000,18.036,0.000,0.970,4516.000,1500.000,6.000,
6.000,4751.014,47,3.892,0.905,18.036,0.700,0.696,64,4.546,0.745,18.097,
1.000,1.000,181,7.602,0.719,18.036,0.700,0.989,3083.000,1981.000,6.000,6.000,
3656.303,325,10.182,0.905,6.548,0.500,0.040,3127.000,1999.000,6.000,6.000,3703.065,
651,14.396,0.857,5.912,0.500,0.099,3123.000,1979.000,6.000,6.000,3688.959,140,
6.684,0.964,5.377,0.500,0.006,3177.000,1963.000,6.000,6.000,3726.270,102,5.724,
0.967,5.755,0.500,0.009,3188.000,1954.000,6.000,6.000,3730.929,61,4.407,1.000,
5.716,0.500,0.000,3216.000,1962.000,6.000,6.000,3758.994,60,4.398,0.971,5.122,
0.500,0.103,3227.000,1970.000,6.000,6.000,3772.550,182,7.620,0.885,5.045,0.500,
0.005,3252.000,1961.000,6.000,6.000,3789.267,110,5.920,0.988,5.320,0.500,0.024,
3189.000,1937.000,6.000,6.000,3722.936,178,7.546,0.993,5.824,0.500,0.003,3223.000,
2004.000,6.000,6.000,3786.964,238,8.709,0.853,4.077,0.500,0.310,3282.000,1955.000,
6.000,6.000,3811.926,139,6.658,1.000,5.755,0.500,0.019,3216.000,1929.000,6.000,
6.000,3741.929,74,4.868,1.000,5.759,0.500,0.042,3241.000,2010.000,6.000,6.000,
3805.423,267,9.230,0.898,3.820,0.500,0.359,3170.000,1966.000,6.000,6.000,3721.894,
334,10.313,0.973,5.241,0.500,0.038,3195.000,2098.000,3188.500,2134.500,37.074,514,
12.793,0.804,2.366,0.500,0.314,286,9.544,0.000,3.575,0.000,0.688,77,
4.959,0.952,6.610,0.500,0.743,3033.000,2159.500,3031.500,2159.500,1.500,1905,24.630,
0.598,1.399,0.500,0.174,2734.000,2089.000,2739.500,2087.000,5.852,232,8.603,0.706,
3.568,0.855,0.164,2924.000,1844.000,6.000,6.000,3448.618,67,4.646,0.807,7.722,
0.500,0.049,2910.500,1841.500,6.000,6.000,3435.867,76,4.934,0.728,6.740,0.500,
0.007,2906.500,1866.000,6.000,6.000,3445.649,75,4.903,0.783,10.209,0.500,0.027,
2882.500,1861.000,6.000,6.000,3422.759,49,3.969,0.651,7.224,0.542,0.010,2880.000,
1876.000,6.000,6.000,3428.816,173,7.439,0.789,10.172,0.500,0.034,2745.000,1889.000,
6.000,6.000,3323.825,22,2.676,0.667,12.721,0.500,0.660,2756.500,1821.000,6.000,
6.000,3295.372,21,2.594,0.838,11.922,0.500,0.000,2757.000,1815.000,6.000,6.000,
3292.489,5,1.262,1.000,13.207,0.500,0.000,2752.000,1801.000,6.000,6.000,3280.631,
12,1.994,0.909,13.073,0.500,0.000,2603.000,1814.000,2605.000,1814.500,2.062,79,
5.022,0.941,14.276,0.500,0.232,2734.000,1858.000,6.000,6.000,3297.255,6,1.472,
0.791,12.260,0.515,0.133,2797.500,1830.000,6.000,6.000,3334.584,8,1.613,1.000,
9.955,0.500,0.000,2826.000,1805.000,6.000,6.000,3344.967,35,3.361,0.834,9.581,
0.516,0.016,444.000,866.500,441.500,866.500,2.500,48,3.938,0.714,24.400,1.000,
0.000,317.000,756.500,315.500,757.500,1.803,473,12.283,0.714,24.400,1.000,0.000,
628.500,619.500,628.000,618.500,1.118,6,1.483,0.714,24.400,1.000,0.000,2841.000,
1887.000,6.000,6.000,3402.262,72,4.805,0.571,10.978,0.500,0.170,3388.000,1890.000,
6.000,6.000,3871.354,1262,20.045,0.983,4.855,0.500,0.179,3144.000,2040.000,6.000,
6.000,3739.545,1158,19.203,0.870,4.219,0.500,0.076,3172.000,1831.000,6.000,6.000,
3654.337,418,11.537,0.988,9.379,0.500,0.303,3144.000,1781.000,3137.000,1778.000,7.616,
291,9.629,0.888,11.369,0.500,0.046,3262.000,1842.000,3315.500,826.000,1017.408,829,
16.246,0.903,8.251,0.500,0.015,3146.000,1812.000,3401.000,803.000,1040.724,675,14.663,
0.971,10.356,0.500,0.127,3379.000,768.000,3374.500,770.000,4.924,1136,19.016,0.675,
0.657,0.482,0.006,3586.000,2251.000,3579.000,2248.000,7.616,4279,36.909,0.452,0.495,
0.041,2977.000,1912.500,3415.500,763.000,1230.298,250,8.933,0.884,9.559,0.500,0.087,
2912.500,1913.500,3404.500,706.000,1303.887,145,6.801,0.776,10.209,0.500,0.063,2963.000,
1895.000,3389.000,657.000,1309.244,319,10.091,0.778,10.163,0.500,0.093,3317.000,1680.000,
3367.000,675.000,1006.243,104,5.775,0.696,3.138,0.500,0.025,3302.500,1616.000,3325.000,
612.000,1004.252,257,9.059,0.778,13.666,0.500,0.136,3320.000,1616.500,3366.000,604.000,
1013.544,290,9.619,0.859,8.203,0.500,0.049,3585.000,1499.000,3360.000,646.000,882.176,
317,10.059,0.436,18.503,0.224,0.102,4591.500,1707.000,3330.500,701.000,1613.120,299,
9.762,0.837,4.315,0.500,0.271,4740.500,1750.500,3316.500,641.000,1805.205,921,17.122,
0.667,0.500,0.074,4710.500,1869.000,3190.000,1215.000,1655.185,1203,19.569,0.682,0.500,
0.023,2863.000,1754.500,2863.000,1753.500,1.000,6,1.451,0.857,10.955,0.918,0.167,
4560.000,1681.000,3245.000,809.000,1577.849,244,8.825,0.805,7.733,0.500,0.559,4579.000,
1670.000,4576.000,1655.000,15.297,330,10.255,0.758,7.198,0.567,0.201,4576.000,1697.000,
3195.000,807.000,1642.943,200,7.999,0.779,6.620,0.500,0.345,4553.000,1707.500,3204.000,
756.000,1650.804,334,10.316,0.918,6.328,0.500,0.180,4256.500,1727.000,3171.000,772.000,
1445.799,424,11.627,0.683,1.244,0.255,0.007,1129.500,1310.500,1130.500,1312.000,1.803,
17,2.373,0.865,25.188,0.717,0.238,1188.500,1298.500,1185.000,1300.000,3.808,25,
2.857,0.802,26.701,0.931,0.875,4518.000,941.500,4519.500,940.000,2.121,394,11.205,
0.697,26.052,1.000,0.492,4167.000,1251.000,4165.000,1250.500,2.062,75,4.888,0.598,
