province;red;green;blue;x;x
2427;44;45;220;Magwe;x
2428;172;47;20;Pagan;x
2429;44;49;70;Sagaing;x
2430;172;51;120;Raja Ampat;x
2431;44;53;170;Bacan;x
2432;173;55;220;Banggai;x
2433;45;57;20;Tolaki;x
2434;173;59;70;Buton;x
2435;45;61;120;Mino;x
2436;173;63;170;Komárom;x
2437;45;65;220;Gorny  Cheremisy;x
2438;173;67;20;Bashkiria;x
2439;46;69;70;Mordoviya;x
2440;174;71;120;Hillin;x
2441;46;73;170;Nganasian;x
2442;174;75;220;Ishim;x
2443;46;77;20;Bersh;x
2444;174;79;70;Yaik;x
2445;46;81;120;Yenisei;x
2446;175;83;170;Kotuy;x
2447;47;85;220;Yakut;x
2448;175;87;20;Badajoz;x
2449;47;89;70;Opper-Gelre;x
2450;175;91;120;Drenthe;x
2451;47;93;170;Loeën;x
2452;175;95;220;Triest;x
2453;48;97;20;Rémne;x
2454;176;99;70;Ourense;x
2455;48;101;120;Chutki;x
2456;176;103;170;Hymalaya;x
2457;48;105;220;Hindu Kush;x
2458;176;107;20;Pamir;x
2459;48;109;70;Aconcagua;x
2460;177;111;120;Michinmahuida;x
2461;49;113;170;Mazatzal;x
2462;177;115;220;Shaozhou;x
2463;49;117;20;Garzê;x
2464;177;119;70;Luoding;x
2465;49;121;120;Aqmola;x
2466;177;123;170;Absaroka;x
2467;50;125;220;Zezhou;x
2468;178;127;20;Taiyuan;x
2469;50;129;70;Ktunaxa;x
2470;178;131;120;Muskwa;x
2471;50;133;170;Pingyang;x
2472;178;135;220;Runing;x
2473;50;137;20;Calatayud;x
2474;179;139;70;Chukchi;x
2475;51;141;120;Nikanassin;x
2476;179;143;170;Fenzhou;x
2477;51;145;220;Nanchang;x
2478;179;147;20;Linjiang;x
2479;51;149;70;Mistassini;x
2480;179;151;120;Nankang;x
2481;52;153;170;Torngat;x
2482;180;155;220;Groenland;x
2483;52;157;20;Amazonia;x
2484;180;159;70;Jianning;x
2485;52;1;120;Guide;x
2486;180;3;170;Chaozhou;x
2487;52;5;220;Amazonia;x
2488;181;7;20;Tingzhou;x
2489;53;9;70;Amazonia;x
2490;181;11;120;Funing;x
2491;53;13;170;Dongchang;x
2492;181;15;220;Laizhou;x
2493;53;17;20;Yanzhou;x
2494;181;19;70;Jinhua;x
2495;54;21;120;Amazonia;x
2496;182;23;170;Nuba;x
2497;54;25;220;Qasr Karafra;x
2498;182;27;20;Al Munufiyya;x
2499;54;29;70;Al Beheira;x
2500;182;31;120;Al Fula;x
2501;54;33;170;Didymoteicho;x
2502;183;35;220;Bir Maql;x
2503;55;37;20;Barka;x
2504;183;39;70;Tidikelt;x
2505;55;41;120;Kongo;x
2506;183;43;170;Wizna;x
2507;55;45;220;Belz;x
2508;183;47;20;Sahara;x
2509;56;49;70;Kgalagadi;x
2510;184;51;120;Hsu-Chou;x
2511;56;53;170;Kalimantan;x
2512;184;55;220;Am Monadh;x
2513;56;57;20;Papua;x
2514;184;59;70;Lapurdi;x
2515;56;61;120;Borghandæholm;x
2516;185;63;170;Pitjantjatjara;x
2517;57;65;220;Kintore;x
2518;102;202;252;West Nova Scotia Basin;x
2519;103;222;252;America-Antarctica Ridge;x
2520;157;139;225;Ascension;x
2521;126;202;252;Kerguelen Islands;x
2522;127;222;252;Enderby Abyssal Plain;x
2523;0;253;253;Broken Ridge;x
2524;87;223;253;Udintsev Fracture Zone;x
2525;30;141;25;Cocos;x
2526;89;203;203;Louisville Ridge;x
2527;90;203;253;Rapa Nui;x
2528;113;203;203;Jarbah;x
2529;57;67;0;Mide;x
2530;185;67;20;Roma;x
2531;57;69;70;Napule;x
2532;185;71;120;Salierno;x
2533;57;73;170;Capitanata;x
2534;185;75;220;Cusenza;x
2535;58;77;20;Kholm;x
2536;186;79;70;Sadeckie;x
2537;58;81;120;Kremenets;x
2538;186;83;170;Oman;x
2539;58;85;220;Sharjah;x
2540;186;87;20;Aksaray;x
2541;58;89;70;Tosya;x
2542;187;91;120;Aksehir;x
2543;59;93;170;Al Fayym;x
2544;187;95;220;Dongola;x
2545;59;97;20;Donets;x
2546;187;99;70;Kashin;x
2547;59;101;120;Udmurtia;x
2548;187;103;170;Usolka;x
2549;60;105;220;Abkhazia;x
2550;188;107;20;Xiberoa;x
2551;60;109;70;Diyar-i Bekr;x
2552;188;111;120;Bursa;x
2553;60;113;170;Eskisehir;x
2554;1;115;1;Vadarbha;x
2555;3;117;51;Katehar;x
2556;5;119;101;Dera Ghazi Khan;x
2557;7;121;151;Awadh;x
2558;9;123;201;Chandrapur;x
2559;11;125;251;Kordestan;x
2560;13;215;203;Daming;x
2561;188;115;220;Lignica;x
2562;60;117;20;Cajeta;x
2563;189;119;70;Valdarno;x
2564;61;121;120;Masa;x
2565;189;123;170;Xátiva;x
2566;61;125;220;Soria;x
2567;189;127;20;Cuenca;x
2568;61;129;70;Surat;x
2569;189;131;120;Sahyadri;x
2570;63;133;170;Kochi;x
2571;191;135;220;Jadera;x
2572;63;137;20;Dodekánisa;x
2573;191;139;70;Cherkio;x
2574;63;141;120;Eis Amisos;x
2575;191;143;170;Al Karak;x
2576;63;145;220;Herethi;x
2577;193;147;20;Artsakh;x
2578;65;149;70;Kabarda;x
2579;193;151;120;Noxciyo;x
2580;65;153;170;Uglich;x
2581;193;155;220;Kars;x
2582;65;157;20;Kolomna;x
2583;193;159;70;Toropetsky;x
2584;67;1;120;Shikarpur;x
2585;195;3;170;Daru;x
2586;67;5;220;Sangihe;x
2587;195;7;20;Wa'ab;x
2588;67;9;70;Malagan;x
2589;195;11;120;Tagula;x
2590;67;13;170;Nagoniara;x
2591;197;15;220;Canarreos;x
2592;69;17;20;Caimán;x
2593;197;19;70;Tobago;x
2594;69;21;120;Camahogne;x
2595;197;23;170;Calliaqua;x
2596;69;25;220;Ay-Ay;x
2597;197;27;20;Atotonilco;x
2598;71;29;70;Papantla;x
2599;199;31;120;Tochtepec;x
2600;71;33;170;Sahayuco;x
2601;199;35;220;Mitclan;x
2602;71;37;20;Texistepec;x
2603;199;39;70;Coyatoc;x
2604;71;41;120;Chinamitlacalt;x
2605;201;43;170;Nanyang;x
2606;73;45;220;Yanping;x
2607;201;47;20;Yangzhou;x
2608;73;49;70;Kuki 'Airani;x
2609;201;51;120;Roché;x
2610;73;53;170;Norfuk Ailen;x
2611;201;55;220;Tesìn;x
2612;75;57;20;Beograd;x
2613;203;59;70;Anqing;x
2614;75;61;120;Dillingen;x
2615;203;63;170;Hohenzollern;x
2616;75;65;220;Darmstadt;x
2617;203;67;20;Meissen;x
2618;75;69;70;Göttingen;x
2619;205;71;120;Vogtland;x
2620;77;73;170;Niederlausitz;x
2621;205;75;220;Prignitz;x
2622;77;77;20;Constanz;x
2623;205;79;70;Berg;x
2624;77;81;120;Valtulina;x
2625;205;83;170;Bozen;x
2626;79;85;220;Soroca;x
2627;207;87;20;Machilipatnam;x
2628;79;89;70;Velandu;x
2629;207;91;120;Koodalur;x
2630;79;93;170;Visakhapatnam;x
2631;207;95;220;Shekhawati;x
2632;79;97;20;Varanasi;x
2633;209;99;70;Swidnica;x
2634;81;101;120;Ghazza;x
2635;209;103;170;Al Jalil;x
2636;81;105;220;Hawran;x
2637;209;107;20;Mark;x
2638;81;109;70;Toboso;x
2639;209;111;120;Lagunero;x
2640;83;113;170;Xalixko;x
2641;211;115;220;Tecuexe;x
2642;83;117;20;Coliman;x
2643;211;119;70;Totonacapan;x
2644;83;121;120;Quauhtochco;x
2645;211;123;170;Tlaxiaco;x
2646;83;125;220;Pen Itza;x
2647;213;127;20;Uaymil;x
2648;85;129;70;Can Pech;x
2649;213;131;120;Qasr Ibrim;x
2650;85;133;170;Sawakin;x
2651;213;135;220;Ha'il;x
2652;85;137;20;Riyadh;x
2653;213;139;70;Ta'izz;x
2654;87;141;120;Baban;x
2655;215;143;170;Antep;x
2656;87;145;220;Kizlyar;x
2657;215;147;20;Ghadames;x
2658;87;149;70;Ghardaiya;x
2659;215;151;120;Ouargla;x
2660;87;153;170;Dar Ja'al;x
2661;217;155;220;Kargah;x
2662;89;157;20;Mistratah;x
2663;217;159;70;Qabis;x
2664;89;1;120;Sivas;x
2665;217;3;170;Tabouk;x
2666;89;5;220;Kerma;x
2667;217;7;20;Nahîya;x
2668;91;9;70;Chanthaburi;x
2669;219;11;120;Warin;x
2670;91;13;170;Kamphaeng Phet;x
2671;219;15;220;Oneida;x
2672;91;17;20;Pulicat;x
2673;219;19;70;Thanjavur;x
2674;91;21;120;Gingee;x
2675;221;23;170;Morasunada;x
2676;93;25;220;Malenadu;x
2677;221;27;20;Savanaur;x
2678;93;29;70;Raichur Doab;x
2679;221;31;120;Kolhapur;x
2680;93;33;170;Pune;x
2681;221;35;220;Bidar;x
2682;95;37;20;Bastar;x
2683;223;39;70;Raipur;x
2684;95;41;120;Nagpur;x
2685;223;43;170;Gondwana;x
2686;95;45;220;Mahakoshal;x
2687;223;47;20;Baghelkhand;x
2688;95;49;70;Birhar;x
2689;225;51;120;Baghalpur;x
2690;97;53;170;Tirhut;x
2691;225;55;220;Chausi Rajya;x
2692;97;57;20;Limbuwan;x
2693;225;59;70;Barind;x
2694;97;61;120;Koch Berar;x
2695;225;63;170;Koch Hajo;x
2696;99;65;220;Dakka;x
2697;227;67;20;Meghalaya;x
2698;99;69;70;Cachar;x
2699;227;71;120;Tripura;x
2700;99;73;170;Kangra;x
2701;227;75;220;Garhwal;x
2702;99;77;20;Kalpi;x
2703;229;79;70;Chanderi;x
2704;101;81;120;Ranthambore;x
2705;229;83;170;Mewat;x
2706;101;85;220;Dhundhar;x
2707;229;87;20;Chittor;x
2708;101;89;70;Vagad;x
2709;229;91;120;Rewa Kantha;x
2710;103;93;170;Rajkot;x
2711;231;95;220;Bhavnagar;x
2712;103;97;20;Girnar;x
2713;231;99;70;Halar;x
2714;103;101;120;Patan;x
2715;231;103;170;Rann;x
2716;103;105;220;Thatta;x
2717;233;107;20;Khyrpur;x
2718;105;109;70;Jaisalmer;x
2719;233;111;120;Pugal;x
2720;105;113;170;Churru;x
2721;233;115;220;Cholistan;x
2722;105;117;20;Dera Ismail Khan;x
2723;233;119;70;Mahikhanta;x
2724;107;121;120;Ilam;x
2725;235;123;170;Larestan;x
2726;107;125;220;Dezful;x
2727;235;127;20;Mae Hong Song;x
2728;107;129;70;Kayah;x
2729;235;131;120;Xiankhoang;x
2730;107;133;170;Houapan;x
2731;237;135;220;Lai Chau;x
2732;109;137;20;Surin;x
2733;237;139;70;Preah Vihear;x
2734;109;141;120;Sre Ambol;x
2735;237;143;170;Jolor;x
2736;109;145;220;Kedah;x
2737;237;147;20;Penang;x
2738;111;149;70;Phuket;x
2739;239;151;120;Kachin;x
2740;111;153;170;Kashgar;x
2741;239;155;220;Hotan;x
2742;111;157;20;Ürümqi;x
2743;239;159;70;Kumul;x
2744;111;161;120;Karafuto;x
2745;241;163;170;Yarkand;x
2746;113;165;220;Qarqan;x
2747;241;167;20;Takla Makan;x
2748;113;169;70;Aksai Chin;x
2749;241;171;120;Candia;x
2750;113;173;170;Famagusta;x
2751;241;175;220;Tamarán;x
2752;115;177;20;Marajó;x
2753;243;179;70;Chiang Hung;x
2754;115;181;120;Nordslesvig;x
2755;243;183;170;Syaland;x
2756;115;185;220;Mainz;x
2757;243;187;20;Marburg;x
2758;115;189;70;Nzema;x
2759;245;191;120;Akié;x
2760;117;193;170;Malinke;x
2761;245;195;220;Nzérékoré;x
2762;117;197;20;Senoufo;x
2763;245;199;70;Gwiriko;x
2764;117;201;120;Bobo;x
2765;245;203;170;Kankan;x
2766;119;205;220;Faranah;x
2767;247;207;20;Kasa;x
2768;119;209;70;Conakry;x
2769;247;211;120;Jola;x
2770;119;213;170;Kaabu;x
2771;247;215;220;Inchiri;x
2772;185;67;50;Hodh Ech Chargui;x
2773;57;69;100;Zinguinchor;x
2774;185;71;150;Gajaaga;x
2775;57;73;200;Chinguetti;x
2776;185;75;250;Akwa Ibom;x
2777;58;77;50;Ngambai;x
2778;186;79;100;Sabe;x
2779;58;81;150;Ambozes;x
2780;186;83;200;Borgu;x
2781;58;85;250;Brong;x
2782;115;203;253;Ionian Basin;x
2783;116;203;203;Peloponnese Coast;x
2784;117;203;253;Levantine Basin;x
2785;118;203;203;Ohi-yo;x
2786;186;87;50;Ogun;x
2787;58;89;100;Osun;x
2788;187;91;150;Taraba;x
2789;59;93;200;Kwararafa;x
2790;187;95;250;Anambra;x
2791;59;97;50;Igala;x
2792;187;99;100;Kalam;x
2793;59;101;150;Jiading;x
2794;187;103;200;Kaduna;x
2795;60;105;250;Limburg;x
2796;188;107;50;Omi;x
2797;60;109;100;Shunqing;x
2798;188;111;150;Alpes;x
2799;60;113;200;Pirenèus;x
2800;188;115;250;Dokrogang;x
2801;60;117;50;Hwangju;x
2802;189;119;100;Gijeon;x
2803;61;121;150;Hoseo;x
2804;189;123;200;Yeosu;x
2805;61;125;250;Gyeongju;x
2806;189;127;50;Yeongdong;x
2807;61;129;100;Al Ma'ajmah;x
2808;189;131;150;Jaww;x
2809;63;133;200;'Unayzah';x
2810;191;135;250;Khaybar;x
2811;63;137;50;Sakakah;x
2812;191;139;100;Vosges;x
2813;63;141;150;Weimar;x
2814;191;143;200;Inowroclawskie;x
2815;63;145;250;Dobrzyn;x
2816;193;147;50;Liw;x
2817;65;149;100;Nong Bua Lamphu;x
2818;193;151;150;Sakhon Nakhon;x
2819;65;153;200;Battambang;x
2820;193;155;250;Prachinburi;x
2821;65;157;50;Nakhon Sawat;x
2822;193;159;100;Thaton;x
2823;67;1;150;Bassein;x
2824;195;3;200;Pattani;x
2825;67;5;250;Kanchanaburi;x
2826;195;7;50;Strung Treng;x
2827;67;9;100;Prey Veng;x
2828;195;11;150;Terrenganu;x
2829;67;13;200;Attapeu;x
2830;197;15;250;Selangor;x
2831;69;17;50;Klodzko;x
2832;197;19;100;Czestochowa;x
2833;69;21;150;Tarnow;x
2834;197;23;200;Walcz;x
2835;69;25;250;Lubusz;x
2836;197;27;50;Novogrodek;x
2837;71;29;100;Sluck;x
2838;199;31;150;Ostrog;x
2839;71;33;200;Mozyrz;x
2840;199;35;250;Homel;x
2841;71;37;50;Nevel;x
2842;199;39;100;Siebiez;x
2843;71;41;150;Stralsund;x
2844;201;43;200;Pyritz;x
2845;73;45;250;Lauenburg;x
2846;201;47;50;Burgenland;x
2847;73;49;100;Stargard;x
2848;201;51;150;Cherkassy;x
2849;73;53;200;Colberg;x
2850;201;55;250;Bärwald;x
2851;75;57;50;Pumonte;x
2852;203;59;100;Gallura;x
2853;75;61;150;Trapani;x
2854;203;63;200;Caltanissetta;x
2855;75;65;250;Catania;x
2856;203;67;50;Bari;x
2857;75;69;100;Abruzzo Citra;x
2858;205;71;150;Abruzzo Ultra;x
2859;77;73;200;Trablus Garb;x
2860;205;75;250;Baja;x
2861;77;77;50;Tamurt n Leqbayel;x
2862;205;79;100;Nabeul;x
2863;77;81;150;Bejaia;x
2864;205;83;200;Tizi Ouzou;x
2865;79;85;250;Mers el Kebir;x
2866;207;87;50;Ain Timouchent;x
2867;79;89;100;Safaqis;x
2868;207;91;150;Susa;x
2869;79;93;200;Salé;x
2870;207;95;250;Arguin;x
2871;79;97;50;Gorée;x
2872;209;99;100;Cacheu;x
2873;81;101;150;Sherbro;x
2874;209;103;200;Assinie;x
2875;81;105;250;Axim;x
2876;209;107;50;Accra;x
2877;81;109;100;Ouidah;x
2878;209;111;150;Elmina;x
2879;83;113;200;Luanda;x
2880;211;115;250;Igala;x
2881;83;117;50;Cape;x
2882;211;119;100;Ndar;x
2883;83;121;150;Bathurst;x
2884;211;123;200;Kogi;x
2885;83;125;250;Ijebu;x
2886;213;127;50;Ketu;x
2887;85;129;100;Ekiti;x
2888;213;131;150;Moshi;x
2889;85;133;200;Ondo;x
2890;213;135;250;Hogbonou;x
2891;85;137;50;Phla-Phera;x
2892;213;139;100;Sanwi;x
2893;87;141;150;Kansala;x
2894;215;143;200;Kindia;x
2895;87;145;250;Boké;x
2896;215;147;50;Agadir;x
2897;87;149;100;Kong;x
2898;215;151;150;Senoufo;x
2899;87;153;200;Bagadougou;x
2900;217;155;250;Lobi;x
2901;89;157;50;Baoulé;x
2902;217;159;100;Bilanga;x
2903;89;1;150;Liptako;x
2904;217;3;200;Takrur;x
2905;89;5;250;Bundu;x
2906;217;7;50;Landuma;x
2907;91;9;100;Haayre;x
2908;219;11;150;Hombori;x
2909;91;13;200;Sikasso;x
2910;219;15;250;Kolondieba;x
2911;91;17;50;Do;x
2912;219;19;100;Bambuk;x
2913;91;21;150;Hamdullahi;x
2914;221;23;200;Douentza;x
2915;93;25;250;Azawad;x
2916;221;27;50;Baghena;x
2917;93;29;100;Asongo;x
2918;221;31;150;Menaka;x
2919;93;33;200;Tillabéri;x
2920;221;35;250;Tahoua;x
2921;95;37;50;Sokoto;x
2922;223;39;100;Karabara;x
2923;95;41;150;Tadmekka;x
2924;223;43;200;Gobir;x
2925;95;45;250;Sbira;x
2926;223;47;50;Ningi;x
2927;95;49;100;Kalam;x
2928;225;51;150;Azbin;x
2929;97;53;200;Itesan;x
2930;225;55;250;Kawar;x
2931;97;57;50;Tenere;x
2932;225;59;100;Kasdir;x
2933;97;61;150;Titteri;x
2934;225;63;200;Awras;x
2935;99;65;250;Ouled Naïl;x
2936;227;67;50;Touggourt;x
2937;99;69;100;Tataouine;x
2938;227;71;150;Sabha;x
2939;99;73;200;Kufra;x
2940;227;75;250;Zemmour;x
2941;99;77;50;Jbala;x
2942;229;79;100;Gharb;x
2943;101;81;150;Sous;x
2944;229;83;200;Mogador;x
2945;101;85;250;Yao;x
2946;229;87;50;Kotoko;x
2947;101;89;100;Logone;x
2948;229;91;150;Moundou;x
2949;103;93;200;Muniyo;x
2950;231;95;250;Bedde;x
2951;103;97;50;Butuna;x
2952;231;99;100;Midesisa;x
2953;103;101;150;Al Obaid;x
2954;231;103;200;Sahra an Nubyah;x
2955;103;105;250;Mopti;x
2956;233;107;50;Gobnangou;x
2957;105;109;100;Boussanse;x
2958;233;111;150;Yansi;x
2959;105;113;200;Djilgodi;x
2960;233;115;250;Illo;x
2961;105;117;50;Nikki;x
2962;233;119;100;Mazagan;x
2963;107;121;150;Bualé;x
2964;235;123;200;Trarza;x
2965;107;125;250;Galam;x
2966;235;127;50;Futa Jallon;x
2967;107;129;100;Matamba;x
2968;235;131;150;Shangwe;x
2969;107;133;200;Zumbo;x
2970;237;135;250;Butua;x
2971;109;137;50;Tingitania;x
2972;237;139;100;Arrif;x
2973;109;141;150;Cacongo;x
2974;237;143;200;Songo;x
2975;109;145;250;Libango;x
2976;237;147;50;Mpango;x
2977;111;149;100;Mbulassa;x
2978;239;151;150;Dvando;x
2979;111;153;200;Ngola;x
2980;239;155;250;Mafangano;x
2981;111;157;50;Catambo;x
2982;239;159;100;Inhambane;x
2983;111;161;150;Chiveve;x
2984;241;163;200;Cinde;x
2985;113;165;250;Angoche;x
2986;241;167;50;Inhassoro;x
2987;113;169;100;Beira;x
2988;241;171;150;Chimole;x
2989;113;173;200;Manica;x
2990;241;175;250;Tete;x
2991;115;181;50;Sena;x
2992;243;183;100;Shanora;x
2993;115;185;150;Chikanga;x
2994;243;187;200;Pemba;x
2995;115;189;250;Kilifi;x
2996;245;191;50;Lamu;x
2997;117;193;100;Pate;x
2998;245;195;150;Kambooni;x
2999;117;197;200;Gafsa;x
3000;245;199;250;Mpeketomi;x
3001;0;1;25;Kadugli;x
3002;128;3;75;Abu Jubaiyah;x
3003;0;5;125;Minya;x
3004;128;7;175;Ras Gharib;x
3005;0;9;225;Halaib;x
3006;128;11;25;Tajura;x
3007;0;13;75;Welega;x
3008;129;15;125;Illubabor;x
3009;1;17;175;Hadendowa;x
3010;129;19;225;Dembiya;x
3011;1;21;25;Lasta;x
3012;129;23;75;Dewe;x
3013;1;25;125;Amibara;x
3014;129;27;175;Ewe;x
3015;2;29;225;Afambo;x
3016;130;31;25;Tana;x
3017;2;33;75;Wej;x
3018;130;35;125;Abala;x
3019;2;37;175;Fugug;x
3020;130;39;225;Sidamo;x
3021;2;41;25;Dawaro;x
3022;131;43;75;Hamasien;x
3023;3;45;125;Serae;x
3024;131;47;175;Agordat;x
3025;3;49;225;Butana;x
3026;131;51;25;Taka;x
3027;3;53;75;Beja;x
3028;131;55;125;Noubadia;x
3029;4;57;175;Fazogli;x
3030;132;59;225;Shilluk;x
3031;4;61;25;Taqali;x
3032;132;63;75;Baraawe;x
3033;4;65;125;Marka;x
3034;132;67;175;Warsheikh;x
3035;4;69;225;Mareeg;x
3036;133;71;25;Hobyaa;x
3037;5;73;75;Jaribaan;x
3038;133;75;125;Barbacadle;x
3039;5;77;175;Ras Hafun;x
3040;133;79;225;Issa;x
3041;5;81;25;Harari;x
3042;133;83;75;Gadabursi;x
3043;6;85;125;Bur;x
3044;134;87;175;Berbera;x
3045;6;89;225;Agew;x
3046;134;91;25;Hargeisa;x
3047;6;93;75;Mait;x
3048;134;95;125;Habr Tojaala;x
3049;6;97;175;Warsangeli;x
3050;135;99;225;Bender Kassim;x
3051;7;101;25;Habr Garxajis;x
3052;135;103;75;Dulbahante;x
3053;7;105;125;Majerteen;x
3054;135;107;175;Galkacyo;x
3055;7;109;225;Hiraab;x
3056;135;111;25;El Dere;x
3057;8;113;75;Afgooye;x
3058;136;115;125;Baydhabo;x
3059;8;117;175;Biyomal;x
3060;136;119;225;Marehan;x
3061;8;121;25;Dusamareb;x
3062;136;123;75;Talamuge;x
3063;8;125;125;Hararghe;x
3064;137;127;175;Aulihan;x
3065;9;129;225;Semien;x
3066;137;131;25;Hadiya;x
3067;9;133;75;Arsi;x
3068;137;135;125;AshSharqiya;x
3069;9;137;175;Al Buraimi;x
3070;137;139;225;Li'wa;x
3071;10;141;25;Qassem;x
3072;138;143;75;Hafar;x
3073;10;145;125;Najran;x
3074;138;147;175;Haima;x
3075;10;149;225;Beidah;x
3076;138;151;25;Taif;x
3077;10;153;75;Jeddah;x
3078;139;155;125;Alborn;x
3079;11;157;175;Markazi;x
3080;139;159;225;Sharhekand;x
3081;11;161;25;Yasuj;x
3082;139;163;75;Ardestan;x
3083;11;165;125;Semnan;x
3084;139;167;175;Maysan;x
3085;12;169;225;Dhi Qar;x
3086;140;171;25;Al Qadisiyyah;x
3087;12;173;75;Diyala;x
3088;140;175;125;Erbil;x
3089;12;177;175;Al Anbar;x
3090;140;179;225;Lankaran;x
3091;12;181;25;Zor;x
3092;141;183;75;Shahrud;x
3093;13;185;125;Mardin;x
3094;141;187;175;Zaranje;x
3095;13;189;225;Farah;x
3096;141;191;25;Helmand;x
3097;13;193;75;Garmsir;x
3098;141;195;125;Zhob;x
3099;14;197;175;Chaghi;x
3100;142;199;225;Kharan;x
3101;14;201;25;Sukkur;x
3102;142;203;75;Gujranwala;x
3103;14;205;125;Shahpur;x
3104;142;207;175;Rawalpindi;x
3105;14;209;225;Zaskar;x
3106;143;211;25;Ludhiana;x
3107;15;213;75;Changthang;x
3108;143;215;125;Bahawalpur;x
3109;15;217;175;Amritsar;x
3110;143;219;225;Mandi;x
3111;15;221;25;Patiala;x
3112;143;223;75;Bashahr;x
3113;16;225;125;Sirmur;x
3114;144;227;175;Ambala;x
3115;16;229;225;Rohtak;x
3116;144;231;25;Jhalawar;x
3117;16;233;75;Bundi;x
3118;144;235;125;Karauli;x
3119;16;237;175;Dholpur;x
3120;145;239;225;Bhartpur;x
3121;17;241;25;Mallani;x
3122;145;243;75;Sirohi;x
3123;17;245;125;Gurgaon;x
3124;145;247;175;Palanpur;x
3125;17;249;225;Baroda;x
3126;145;251;25;Bulandshahr;x
3127;18;253;75;Moradabad;x
3128;146;255;125;Sitapur;x
3129;18;1;175;Bahraich;x
3130;146;3;225;Rai Bareli;x
3131;18;5;25;Agra;x
3132;146;7;75;Fatehpur;x
3133;18;9;125;Bandha;x
3134;147;11;175;Basti;x
3135;19;13;225;Azamghar;x
3136;147;15;25;Champaran;x
3137;19;17;75;Goona;x
3138;147;19;125;Bhilsa;x
3139;19;21;175;Bhopal;x
3140;147;23;225;Narsinghoarh;x
3141;20;25;25;Indore;x
3142;148;27;75;Bhopawar;x
3143;20;29;125;Smanpur;x
3144;148;31;175;Mumbai;x
3145;20;33;225;Ratnagiri;x
3146;148;35;25;Nasik;x
3147;20;37;75;Satara;x
3148;149;39;125;Maratha;x
3149;21;41;175;Belagavi;x
3150;149;43;225;Sawantwar;x
3151;21;45;25;Karwar;x
3152;149;47;75;Kanara;x
3153;21;49;125;Nagar;x
3154;149;51;175;Bengaluru;x
3155;22;53;225;Anantapur;x
3156;150;55;25;Sharetala;x
3157;22;57;75;Quillon;x
3158;150;59;125;Arrupalutai;x
3159;22;61;175;Chengalpat;x
3160;150;63;225;Nalgonda;x
3161;22;65;25;Medak;x
3162;151;67;75;Yelgandal;x
3163;23;69;125;Sirpur;x
3164;151;71;175;Aurangabad;x
3165;23;73;225;Bhir;x
3166;151;75;25;Balaghat;x
3167;23;77;75;Bhandara;x
3168;151;79;125;Nimar;x
3169;24;81;175;Hoshangabad;x
3170;152;83;225;Narsinghpur;x
3171;24;85;25;Jabalpur;x
3172;152;87;75;Kawardah;x
3173;24;89;125;Bilaspur;x
3174;152;91;175;Godavari;x
3175;24;93;225;Ganjam;x
3176;153;95;25;Bankura;x
3177;25;97;75;Anugul;x
3178;153;99;125;Kendujhar;x
3179;25;101;175;Singhbhum;x
3180;153;103;225;Manbhum;x
3181;25;105;25;Hazabiragh;x
3182;153;107;75;Midnapur;x
3183;26;109;125;Bardwan;x
3184;154;111;175;Deogharh;x
3185;26;113;225;Purniah;x
3186;154;115;25;Jalpaiguri;x
3187;26;117;75;Dinajpur;x
3188;154;119;100;Rangpur;x
3189;26;121;175;Maimansingh;x
3190;155;123;225;Noakhali;x
3191;27;125;25;Tipperah;x
3192;155;127;75;Dhamai;x
3193;27;129;125;Sadiya;x
3194;155;131;175;Kale;x
3195;27;133;225;Thaungdut;x
3196;155;135;25;Tamanthi;x
3197;28;137;75;Hkamti Long;x
3198;156;139;125;Malebum;x
3199;28;141;175;Bagasra;x
3200;156;143;225;Pali;x
3201;28;145;25;Khandy;x
3202;156;147;75;Gaya;x
3203;28;149;125;Rajshahi;x
3204;157;151;175;Dhenkanal;x
3205;29;153;225;Kampeng;x
3206;157;155;25;Siang;x
3207;29;157;75;Gyantse;x
3208;157;159;125;Nagqu;x
3209;29;161;175;Derge;x
3210;157;163;225;Bayingol;x
3211;30;165;25;Kucha;x
3212;158;167;75;Tienshan;x
3213;30;169;125;Turfan;x
3214;158;171;175;Lay Mro;x
3215;30;173;225;Hanthawaddy;x
3216;158;175;25;Tharawadi;x
3217;30;177;75;Shwegyin;x
3218;159;179;125;Kayin;x
3219;31;181;175;Lamphun;x
3220;159;183;225;Uttaradit;x
3221;31;185;25;Thawai;x
3222;159;187;75;Rundung;x
3223;31;189;125;Ratchaburi;x
3224;159;191;175;Petchbun;x
3225;32;193;225;Chaiyaphum;x
3226;160;195;25;Angkor;x
3227;32;197;75;Pursat;x
3228;160;199;125;Kampong Chhang;x
3229;32;201;175;Dak Lak;x
3230;160;203;225;Gia Lai;x
3231;32;205;25;Muang Khong;x
3232;161;207;75;Sekong;x
3233;33;209;125;Khammouan;x
3234;161;211;175;Phongsali;x
3235;33;213;225;Luang Namtha;x
3236;161;215;25;Krabi;x
3237;33;217;75;Setol;x
3238;161;219;125;Diu;x
3239;34;221;175;Negeri Sembilan;x
3240;162;223;225;Jianchang;x
3241;34;225;25;Andong;x
3242;162;227;75;Hetu Ala;x
3243;34;229;125;Yanbian;x
3244;162;231;175;Hurka;x
3245;195;159;25;Bitchi;x
3246;163;235;25;Khanka;x
3247;35;237;75;Yman;x
