province;red;green;blue;
980;20;68;126;Miaopogeg
981;149;70;173;Beothuk
982;21;72;32;Unama'kik
983;149;74;79;Epekwitk
984;21;76;126;Sipekni'katik
985;149;78;173;Kespek
986;21;80;32;L'nuk
987;149;82;79;Tionontati
988;22;84;126;Ossossane
989;150;86;173;Odaawaa
990;22;88;32;Hochelaga
991;150;90;79;Nunavik
992;22;92;126;Anicinape
993;150;94;173;Stadacona
994;22;96;32;Usshat
995;151;98;79;Natashquan
996;23;100;126;Pakuashipi
997;151;102;173;Natuashish
998;23;104;32;Nunatsiavut
999;151;106;79;Inukjuak
1000;23;108;126;Naskapi
1001;151;110;173;Wahnapitee
1002;24;112;32;Anishinini
1003;152;114;79;Matimekosh
1004;24;116;126;Kashechewan
1005;152;118;173;Omushkego
1006;24;120;32;Attawepiskat
1007;152;122;79;Sapotaweyak
1008;24;124;126;Nakaw�
1009;153;126;173;Innu-aumun
1010;25;128;32;Weagamow
1011;153;130;79;Ililiw
1012;25;132;126;Sachishima
1013;153;134;173;Uchinaa
1014;25;136;32;Amami
1015;153;138;79;Satsuma
1016;26;140;126;Hyuga
1017;154;142;173;Higo
1018;26;144;32;Bungo
1019;154;146;79;Tokashi
1020;26;148;126;Hizen
1021;154;150;173;Tsushima
1022;26;152;32;Tosa
1023;155;154;79;Iyo
1024;27;156;126;Sanuki
1025;155;158;173;Kamikawa
1026;27;32;32;Aki
1027;155;34;79;Nagato
1028;27;36;126;Izumo
1029;155;38;173;Bitchu
1030;28;40;32;Mimasaka
1031;156;42;79;Tajima
1032;28;44;126;Harima
1033;156;46;173;Wakasa
1034;28;48;32;Kamtchatka
1035;156;50;79;Koryak
1036;28;52;126;Anadyr
1037;157;54;173;Chukotka
1038;29;56;32;Ghydan
1039;157;58;79;Magadan
1040;29;60;126;Okhotsk
1041;157;62;173;Ji'nan
1042;29;64;32;Arru
1043;157;66;79;Zhenyuan
1044;30;68;126;Ulia
1045;158;70;173;Aztec Ranges
1046;30;72;32;Jiaxing
1047;158;74;79;Miyoo Gasan
1048;30;76;126;Niuman
1049;158;78;173;Tailun
1050;30;80;32;Bohori
1051;159;82;79;Stanovoi
1052;31;84;126;Nemo�
1053;159;86;173;Quanzhou
1054;31;88;32;Amur
1055;159;90;79;Iablonovy
1056;31;92;126;Nerchiinsk
1057;159;94;173;Sechen-Khan
1058;32;96;32;Yaksa
1059;160;98;79;Olekmisk
1060;32;100;126;Kirenga
1061;160;102;173;Sain-Noin
1062;32;104;32;Irkutsk
1063;160;106;79;Krasnoyarsk
1064;32;108;126;Buryaad
1065;161;110;173;Tomsk
1066;33;112;32;Novossibirsk
1067;161;114;79;Kargat
1068;33;116;126;Suzhou
1069;161;118;173;Barabinsk
1070;33;120;32;Tatarsk
1071;161;122;79;Omsk
1072;34;124;126;Berezovo
1073;162;126;173;Mugodzhar
1074;34;128;32;Obdoriya
1075;162;130;79;Nadym
1076;34;132;126;Zhangeldi
1077;162;134;173;Batchelina
1078;34;136;32;Tobolsk
1079;163;138;79;Ostyak
1080;35;140;126;Tyumen
1081;163;142;173;Emba
1082;35;144;32;Yuzhniy Ural
1083;163;146;79;Atyrau
1084;35;148;126;Gull-Gull-La
1085;163;150;173;Pallawah
1086;36;152;32;Nunga
1087;164;154;79;Warrnambool
1088;36;156;126;Koori
1089;164;158;173;Hangzhou
1090;36;32;32;Gunai
1091;164;34;79;Illawarra
1092;36;36;126;Toowoomba
1093;165;38;173;Hinchinbrook
1094;37;40;32;Guugu Yimithirr
1095;165;42;79;Falklands
1096;37;44;126;Cape Verde
1097;165;46;173;Futuna
1098;37;48;32;Saint Helena
1099;165;50;79;Soqotra
1100;38;52;126;Sesel
1101;166;54;173;Ilois
1102;38;56;32;Cirn�
1103;166;58;79;Adna eal Maghrebain
1104;38;60;126;Kalaalisut
1105;166;62;173;Gurma
1106;38;64;32;Manukau
1107;167;66;79;Whakatane
1108;39;68;126;Taranaki
1109;167;70;173;Wairau
1110;39;72;32;Jufureh
1111;167;74;79;Kars el Barka
1112;39;76;126;Djolof
1113;167;78;173;Beyla
1114;40;80;32;Cayor
1115;168;82;79;Tanezrouft
1116;40;84;126;Arawan
1117;168;86;173;Gao
1118;40;88;32;Walata
1119;168;90;79;Beafada
1120;40;92;126;Kansala
1121;169;94;173;Kpelle
1122;41;96;32;Manes
1123;169;98;79;Kru
1124;41;100;126;Worodugu
1125;169;102;173;Bakwe
1126;41;104;32;Ga
1127;169;106;79;Dagomba
1128;42;108;126;Ewe
1129;170;110;173;Abomey
1130;42;112;32;Yatanga
1131;170;114;79;Benin
1132;42;116;126;Katsina
1133;170;118;173;Borno
1134;42;120;32;Warri
1135;171;122;79;Kebbi
1136;43;124;126;Fang
1137;171;126;173;Yula
1138;43;128;32;Bioko
1139;171;130;79;Doala
1140;43;132;126;Loango
1141;171;134;173;Ngonyo
1142;44;136;32;Nsundi
1143;172;138;79;Luzhou
1144;44;140;126;Nfelo
1145;172;142;173;Mpemba
1146;44;144;32;Mbata
1147;172;146;79;Djado
1148;44;148;126;Ghat
1149;173;150;173;Ubangi
1150;45;152;32;Luangwa
1151;173;154;79;Nacala
1152;45;156;126;Katanga
1153;173;158;173;Chokw�
1154;45;32;32;Mbwilla
1155;173;34;79;Mbamba
1156;46;36;126;Ndongo
1157;174;38;173;Mbunda
1158;46;40;32;Namib
1159;174;42;79;Moxico
1160;46;44;126;Khoisan
1161;174;46;173;Hottentot
1162;46;48;32;Namakwa
1163;175;50;79;Khoi Khoi
1164;47;52;126;Knysna
1165;175;54;173;Kei
1166;47;56;32;Amazulu
1167;175;58;79;Karoo
1168;47;60;126;Lozi
1169;175;62;173;Lesotho
1170;48;64;32;Swazi
1171;176;66;79;Sesotho
1172;48;68;126;Wuchang
1173;176;70;173;Ndebele
1174;48;72;32;Uteve
1175;176;74;79;Maputo
1176;48;76;126;Sofala
1177;177;78;173;Quelimane
1178;49;80;32;Barwe
1179;177;82;79;Mzimba
1180;49;84;126;Mozambic
1181;177;86;173;Mocimboa
1182;49;88;32;Chewa
1183;177;90;79;Monomotape
1184;50;92;126;Urungwe
1185;178;94;173;Mawuti
1186;50;96;32;Kilwa Kisiwani
1187;178;98;79;Zenji-Bar
1188;50;100;126;Pembe Kisiwani
1189;178;102;173;Mahenge
1190;50;104;32;Mzizima
1191;179;106;79;Zenji-Bar pya
1192;51;108;126;Uticulo
1193;179;110;173;Lundu
1194;51;112;32;Novosil
1195;179;114;79;Melindi
1196;51;116;126;Usamguara
1197;179;118;173;Buganda
1198;52;120;32;Jubbada
1199;180;122;79;Benadir
1200;52;124;126;Punt
1201;180;126;173;Saneeg
1202;52;128;32;Denkalia
1203;180;130;79;Ogaadeen
1204;52;132;126;Degodia
1205;181;134;173;Bale
1206;53;136;32;Shewa
1207;181;138;79;Damot
1208;53;140;126;'Aydhab
1209;181;142;173;Soba
1210;53;144;32;Bahariya
1211;181;146;79;Al Sharqiyaa
1212;54;148;126;Siwa
1213;182;150;173;Asyut
1214;54;152;32;Aswan
1215;182;154;79;Darfur
1216;54;156;126;Dotawo
1217;182;158;173;Mozhaysk
1218;54;32;32;Bungoro
1219;183;34;79;Al Asher
1220;55;36;126;Oeddei
1221;183;38;173;Kanem
1222;55;40;32;Baguirmi
1223;183;42;79;Manga
1224;55;44;126;Abeche
1225;183;46;173;Sara
1226;56;48;32;Tsimiheki
1227;184;50;79;Betsimisaraka
1228;56;52;126;Sakalava
1229;184;54;173;Kuka
1230;56;56;32;Belau
1231;184;58;79;Chuuk
1232;56;60;126;Ralik
1233;185;62;173;Wake
1234;57;64;32;Kombai
1235;185;66;79;Guam
1236;57;68;126;Rabaul
1237;185;70;173;Kerema
1238;57;72;32;Lapita
1239;185;74;79;Vanuatu
1240;58;76;126;Hawai'i
1241;186;78;173;Kiribati
1242;58;80;32;Viti
1243;186;82;79;Samoa
1244;58;84;126;Otaheite
1245;186;86;173;Manokwari
1246;58;88;32;Ratok
1247;187;90;79;Cismonte
1248;59;92;126;Maladwipa
1249;187;94;173;Okitika
1250;128;35;64;Hjaltland
1251;0;37;128;Feroyar
1252;128;39;192;Holsteen
1253;0;41;255;J�lich
1254;128;43;0;Thurgau
1255;0;45;64;Romsa
1256;129;47;128;Bahus
1257;1;49;192;�land
1258;129;51;255;S�dermanland
1259;1;53;0;V�stmanland
1260;129;55;64;V�sterbotten
1261;1;57;128;Kainuu
1262;129;59;192;Kakisalmi
1263;2;61;255;Ugandi
1264;130;63;0;Zemgale
1265;2;65;64;Zemaitija
1266;130;67;128;Nordlandene
1267;2;69;192;Pest
1268;130;71;255;Doniji Kraji
1269;2;73;0;Carligatura
1270;131;75;64;B�cska
1271;3;77;128;Bihar
1272;131;79;192;Esztergom
1273;3;81;255;Gyula
1274;131;83;0;Presporok
1275;3;85;64;Heves
1276;131;87;128;Trenc�n
1277;4;89;192;Plzensko
1278;132;91;255;Opole
1279;4;93;0;Sandomierskie
1280;132;95;64;Suvalkija
1281;4;97;128;Volodimir
1282;132;99;192;Uzhorod
1283;4;101;255;Cambridge
1284;133;103;0;Castell�
1285;5;105;64;Salentu
1286;133;107;128;Pronsk
1287;5;109;192;Voronezh
1288;133;111;255;Rostov
1289;5;113;0;Roslavlsky
1290;133;115;64;Suzdal
1291;6;117;128;Galich Mersky
1292;134;119;192;Nijni Novgorod
1293;6;121;255;Xacitarxan
1294;134;123;0;Sysola
1295;6;125;64;Kama
1296;134;127;128;Ukek
1297;6;129;192;Sarkel
1298;135;131;255;Tana
1299;7;133;0;Matracha
1300;135;135;64;Apshileti
1301;7;137;128;Imeretia
1302;135;139;192;Circassia
1303;7;141;255;Alania
1304;135;143;0;Manych
1305;8;145;64;Karachev
1306;136;147;128;Miass
1307;8;149;192;Qazan
1308;136;151;255;Samara
1309;8;153;0;Sarai Bekr
1310;136;155;64;Sarai al Jadid
1311;8;157;128;Or
1312;137;159;192;Ryn Pustynia
1313;9;33;255;Rey
1314;137;35;0;Qasvin
1315;9;37;64;Soltaniyeh
1316;137;39;128;Qarabagh
1317;9;41;192;Shemakha
1318;137;43;255;Azerbaycan
1319;10;45;0;Badiyat Ash Sham
1320;138;47;64;Mosul
1321;10;49;128;Maragheh
1322;138;51;192;Al Kut
1323;10;53;255;Roergue
1324;138;55;0;Tadmur
1325;10;57;64;Ionia
1326;139;59;128;Pharnacia
1327;11;61;192;Hama
1328;139;63;255;Hims
1329;11;65;0;Samarrah
1330;139;67;64;Najaf
1331;11;69;128;Al Naqab
1332;139;71;192;Duba
1333;12;73;255;Kayseri
1334;140;75;0;Bayrut
1335;12;77;64;Brye
1336;140;79;128;Shahe
1337;12;81;192;Chengdu
1338;140;83;255;Al Giza
1339;12;85;0;Matruh
1340;141;87;64;Taroudant
1341;13;89;128;Tokelau
1342;141;91;192;Yankunytjatjara
1343;13;93;255;Cherdyn
1344;141;95;0;Kaffa
1345;13;97;64;Br�sa
1346;141;99;128;P�rma
1347;14;101;192;Pavia
1348;142;103;255;P�dova
1349;14;105;0;Durlach
1350;142;107;64;Magdeburg
1351;14;109;128;Landshut
1352;142;111;192;Verden
1353;14;113;255;Lauenburg
1354;143;115;0;Saaremaa
1355;15;117;64;Guriza
1356;143;119;128;Sundgau
1357;15;121;192;Bremen
1358;143;123;255;Schwaben
1359;15;125;0;Wroclaw
1360;143;127;64;Ansbach
1361;16;129;128;Oberpfalz
1362;144;131;192;Coblenz
1363;16;133;255;Kurtrier
1364;144;135;0;Hoya
1365;16;137;64;Frankfurt
1366;144;139;128;W�rzburg
1367;16;141;192;Nassau
1368;145;143;255;Kurk�ln
1369;17;145;0;Paderborn
1370;145;147;64;Saarbr�cken
1371;17;149;128;Frysl�n
1372;145;151;192;Oaversticht
1373;17;153;255;Fulda
1374;145;155;0;Bern
1375;18;157;64;Foixens
1376;146;159;128;Salusse
1377;18;1;192;Monfr�
1378;146;3;255;Fr�ra
1379;18;5;0;Umbria
1380;146;7;64;Pisa
1381;18;9;128;Labrit
1382;147;11;192;Gapenses
1383;19;13;255;Gavaudan
1384;147;15;0;la Marcha
1385;19;17;64;Comminges
1386;147;19;128;Perche
1387;19;21;192;Valoys
1388;147;23;255;Pae� de Nauntt
1389;20;25;0;Vaud
1390;148;27;64;Nuvara
1391;20;29;128;Ermland
1392;148;31;192;Travunja
1393;20;33;255;Minsk
1394;148;35;0;Turav
1395;20;37;64;Pinsk
1396;149;39;128;Duklja
1397;21;41;192;Raska
1398;149;43;255;Valcea
1399;21;45;0;Angelokastron
1400;149;47;64;Orheiu
1401;21;49;128;Makedonia
1402;149;51;192;Konstantinoupolis
1403;22;53;255;Lika-Krbava
1404;150;55;0;B�n�t
1405;22;57;64;Bihor
1406;150;59;128;Abauj Torna
1407;22;61;192;Jabal Tariq
1408;150;63;255;Teruel
1409;22;65;0;Cantabria
1410;151;67;64;Sussex
1411;23;69;128;Devon
1412;151;71;192;Aberteifi
1413;23;73;255;Sarausa
1414;151;75;0;Urb�n
1415;23;77;64;Piombino
1416;151;79;128;Aest Lowden
1417;24;81;192;Eilean Siar
1418;152;83;255;Karankawa
1419;24;85;0;Akokisa
1420;152;87;64;Urgell
1421;24;89;128;Bizkaia
1422;152;91;192;Tr�s-os-Montes
1423;24;93;255;Alentejo Central
1424;153;95;0;Dukagjini
1425;25;97;64;Achaea
1426;153;99;128;Serdica
1427;25;101;192;Anchialos
1428;153;103;255;Laland
1429;25;105;0;Volyn
1430;153;107;64;Wendenskie
1431;26;109;128;Dnieper
1432;154;111;192;Pilten
1433;26;113;255;Podolia
1434;154;115;0;E�boia
1435;26;117;64;Nisi� Aiga�ou
1436;154;119;128;Ionioi Nesoi
1437;26;121;192;Amastris
1438;155;123;255;Tire
1439;27;125;0;Mugla
1440;155;127;64;Malatya
1441;27;129;128;Amasya
1442;155;131;192;Erzincan
1443;27;133;255;Zulkadriye
1444;155;135;0;Mus
1445;28;137;64;Vaspurakan
1446;156;139;128;Izmid
1447;28;141;192;Kastamonu
1448;156;143;255;Waldstetten
1449;28;145;0;Tao-Klarjeti
1450;156;147;64;Srem
1451;28;149;128;Neusiok
1452;157;151;192;Sankhikan
1453;29;153;255;Oconee
1454;157;155;0;Kenhta ke
1455;29;157;64;Chitimacha
1456;157;159;128;Apalachicola
1457;29;1;192;Tula
1458;157;3;255;Panawahpskek
1459;30;5;0;Seneca
1460;158;7;64;Skidi
1461;30;9;128;Kitsach
1462;158;11;192;Chippewaa
1463;30;13;255;Cocotame
1464;158;15;0;Kohogue
1465;30;17;64;Pohogue
1466;159;19;128;Aha macauc
1467;31;21;192;Tahues
1468;159;23;255;Tzintzuntz�n
1469;31;25;0;Tepehuan
1470;159;27;64;Coixcatlapan
1471;31;29;128;Mexihco
1472;159;31;192;Jach t�aan
1473;32;33;255;Taguzgalpa
1474;160;35;0;Yokot'an
1475;32;37;64;Quibd�
1476;160;39;128;Caquet�
1477;32;41;192;Bucaramanga
1478;160;43;255;Chiquinquir�
1479;32;45;0;Pacaraima
1480;161;47;64;Paragua
1481;33;49;128;Guanipa
1482;161;51;192;Kali'na
1483;33;53;255;Wayana
1484;161;55;0;PRakhinethaa
1485;33;57;64;Caruaru
1486;161;59;128;Itapua
1487;34;61;192;Chadileuvu
1488;162;63;255;Selknam
1489;34;65;0;Katerokwi
1490;162;67;64;C�rantyne
1491;34;69;128;Ica
1492;162;71;192;Nyasa
1493;34;73;255;Sissatowan
1494;163;75;0;Otoe
1495;35;77;64;Wagadugu
1496;163;79;128;Oyo
1497;35;81;192;Timbuktu
1498;163;83;255;Messana
1499;35;85;0;Waalo
1500;163;87;64;Taghezza
1501;36;89;128;Jenne
1502;164;91;192;Keffi
1503;36;93;255;Ashanti
1504;164;95;0;Mpemba
1505;36;97;64;Soyo
1506;164;99;128;Benguela
1507;36;101;192;Usaramo
1508;165;103;255;Beira Alta
1509;37;105;0;Ingolstadt
1510;165;107;64;Unter der Enns
1511;37;109;128;Lussimbork Co�tchantrece
1512;165;111;192;Forcalquier
1513;37;113;255;Pun�nte
1514;165;115;0;Mhann
1515;38;117;64;Qusantinah
1516;166;119;128;Saoura
1517;38;121;192;Ivujivik
1518;166;123;0;Ihorombe
1519;38;125;64;Taomasina
1520;166;127;128;Kongu Nadu
1521;38;129;192;Antankarana
1522;167;131;255;Tlemcen
1523;39;133;0;Laghouat
1524;167;135;64;Fezzan
1525;39;137;128;Bure
1526;167;139;192;Oujela
1527;39;141;255;Sihanaka
1528;167;143;0;Betsileo
1529;40;145;64;Ob
1530;168;147;128;Andreanov
1531;40;149;192;Rawskie
1532;168;151;255;Safi
1533;40;153;0;Sabta
1534;168;155;64;Melilla
1535;40;157;128;Figuig
1536;169;159;192;Mari�n
1537;41;1;255;Xaragua
1538;169;3;0;Hig�ey
1539;41;5;64;Camag�ey
1540;169;7;128;Habana
1541;41;9;192;Segu
1542;169;11;255;Tenda
1543;42;13;0;Hoggar
1544;170;15;64;Dendi
1545;42;17;128;Bilma
1546;170;19;192;Daura
1547;42;21;255;Touat
1548;170;23;0;Gourara
1549;42;25;64;Calabar
1550;171;27;128;Ife Ile
1551;43;29;192;Nupe
1552;171;31;255;Turunku
1553;43;33;0;Zazzau
1554;171;35;64;Kano
1555;43;37;128;Zamfara
1556;171;39;192;Bauchi
1557;44;41;255;Wukari
1558;172;43;0;Adamawa
1559;44;45;64;Damagara
1560;172;47;128;Mandara
1561;44;49;192;Bamoun
1562;172;51;255;Dingi
1563;44;53;0;Ndimyi
1564;173;55;64;Mtwara
1565;45;57;128;Tanga
1566;173;59;192;Shabellaha
1567;45;61;255;Hadiya
1568;173;63;0;Kaffa
1569;45;65;64;Gojjam
1570;173;67;128;Tigray
1571;46;69;192;Massawa
1572;174;71;255;Kari
1573;46;73;0;Sennar
1574;174;75;64;Zeila
1575;46;77;128;Afar
1576;174;79;192;Damaro
1577;46;81;255;Begemder
1578;175;83;0;Kalongo
1579;47;85;64;Undi
1580;175;87;128;Kwazulu
1581;47;89;192;Xhosa
1582;175;91;255;San
1583;47;93;0;Ovambo
1584;175;95;64;Mapungubwe
1585;48;97;128;Ifni
1586;176;99;192;Zimbabwe
1587;48;101;255;Bijapur
1588;176;103;0;Saptagram
1589;110;201;251;Western Hudson Bay
1590;111;221;251;Northwestern Passages
1591;30;149;225;Plovdiv
1592;113;201;201;Gulf of St. Lawrence
1593;114;201;251;Cabot Strait
1594;115;221;251;Bay of Fundy
1595;116;251;251;Strait of Belle Isle
1596;117;201;201;Fortune Bay
1597;118;201;251;Notre Dame Bay
1598;119;221;251;Labrador Basin
1599;120;251;251;Imarssuak Seachannel
1600;121;201;201;Reykjanes Ridge
1601;122;201;251;Massachusetts Bay
1602;123;221;251;Chesapeake Bay
1603;124;251;251;Cape Hatteras
1604;125;201;201;Coast of Carolina
1605;126;201;251;Coast of Florida
1606;127;221;251;Coast of Bahamas
1607;0;252;252;Florida Straits
1608;1;202;202;Apalachee Bay
1609;2;202;252;Mobile Bay
1610;3;222;252;Galveston Bay
1611;4;252;252;Tampico Bay
1612;5;202;202;Coast of Yucatan
1613;6;202;252;Mexico Basin
1614;7;222;252;Yucatan Channel
1615;8;252;252;Belize Bay
1616;9;202;202;Moscitos Coast
1617;10;202;252;Gulf of Darien
1618;11;222;252;Jamaica Channel
1619;12;252;252;Nicaraguan Rise
1620;13;202;202;Yucatan Basin
1621;14;202;252;Lake of Maracaibo
1622;15;222;252;Aves Ridge
1623;16;252;252;Beata Ridge
1624;17;202;202;Windward Islands
1625;18;202;252;Leeward Islands
1626;19;222;252;Estuary of Magdalena
1627;20;252;252;Coast of Cuba
1628;21;202;202;Coast of Hispaniola
1629;22;202;252;Guyana Coast
1630;23;222;252;Cayenne River Estuary
1631;24;252;252;Amazonas Gulf
1632;25;202;202;San Marcos Bay
1633;26;202;252;Coast of Recife
1634;27;222;252;Arraral Cape
1635;28;252;252;Todos Santos Bay
1636;29;202;202;Rio De Janeiro
1637;30;202;252;Baia Paranagua
1638;31;222;252;Rio De La Plata
1639;32;252;252;Bahia Blanca
1640;33;202;202;Coast of Patagonia
1641;34;202;252;Magellan Strait
1642;7;141;170;Dili
1643;36;252;252;Corcovado Gulf
1644;37;202;202;Coast of Chile
1645;38;202;252;Arica Gulf
1646;39;222;252;Bay of Callao
1647;40;252;252;Coast of Peru
1648;41;202;202;Guayaguil Bay
1649;42;202;252;Coast of Ecuador
1650;43;222;252;Gulf of Panama
1651;44;252;252;Bay of Costa Rica
1652;45;202;202;Gulf of Tehuantepec
1653;46;202;252;Manzanilla Bay
1654;47;222;252;Mazatlan Bay
1655;48;252;252;Gulf of California
1656;49;202;202;Coast of Baja
1657;50;202;252;Coast of California
1658;51;222;252;San Francisco Bay
1659;52;252;252;San Juan de Fuca Strait
1660;41;201;201;Shark Bay
1661;42;201;251;Northwest Cape
1662;43;221;251;King Sound
1663;8;145;20;Anadarko
1664;44;251;251;Tasman Coast
1665;58;202;252;West European Basin
1666;59;222;252;Gibbs Fracture
1667;60;252;252;Newfoundland Basin
1668;61;202;202;Iberian Shelf
1669;62;202;252;Azores Islands
1670;63;222;252;Azores Plateau
1671;64;252;252;Sohm Plain
1672;65;202;202;New England Seamounts
1673;66;202;252;Nares Plain
1674;67;222;252;Bermuda Island
1675;68;252;252;North American Basin
1676;69;202;202;Coast of Ceara
1677;70;202;252;Balaton Lake
1678;71;222;252;Guiana Basin
1679;72;252;252;Southern Guiana Basin
1680;73;202;202;Cape Verde Plain
1681;74;202;252;Gambia Plain
1682;75;222;252;Canary Basin
1683;76;252;252;Demerara Plain
1684;77;202;202;Mid-North-Atlantic Ridge
1685;78;202;252;Puerto Rico Trench
1686;79;222;252;Romanche Gap
1687;80;252;252;Guinea Basin
1688;81;202;202;Ascension Island
1689;82;202;252;Coast of Falklands
1690;83;222;252;Argentina Plain
1691;84;252;252;Argentina Basin
1692;85;202;202;Rio Grande Rise
1693;86;202;252;Martin Vaz Islands
1694;87;222;252;Tristan da Cunha Fracture Zore
1695;88;252;252;South Sandwich Rise
1696;89;202;202;South Sandwich Islands
1697;135;143;220;Natchez
1698;91;222;252;Pernambuco Plain
1699;92;252;252;Sierra Leona Rise
1700;93;202;202;Chain Fracture Zone
1701;94;202;252;Brazil Basin
1702;95;222;252;St Helena Island
1703;96;252;252;Angola Plain
1704;97;202;202;Cape Plain
1705;98;202;252;Bouvet Island
1706;99;222;252;Discovery Seamounts
1707;100;252;252;Mid-South-Atlantic Ridge
1708;101;202;202;Tristan da Cunha Islands
1709;136;147;70;Coatzacualco
1710;8;149;120;Tlacotlalpan
1711;136;151;170;Coalcoman
1712;105;202;202;Cape of Storms
1713;106;202;252;Gulf of Bengal
1714;107;222;252;Coast of Kerala
1715;108;252;252;Palk Strait
1716;109;202;202;Coast of Ceylon
1717;110;202;252;Laccadive Islands
1718;111;222;252;Carlsberg Ridge
1719;112;252;252;Mascarene Plateau
1720;113;202;202;Somali Basin
1721;114;202;252;Maldives Islands
1722;115;222;252;Vema Trench
1723;116;252;252;Chagos Archipelago
1724;117;202;202;Ceylon Plain
1725;118;202;252;Ninetyeast Ridge
1726;119;222;252;Cocos Basin
1727;120;252;252;Marion Island
1728;121;202;202;Natal Basin
1729;122;202;252;Taolagnaro Bay
1730;123;222;252;Crozet Islands
1731;124;252;252;Crozet Basin
1732;125;202;202;Madagascar Basin
1733;8;153;220;Kiliwa
1734;136;155;20;Cahita
1735;8;157;70;Chumash
1736;1;203;203;Diamantina Fracture Zone
1737;2;203;253;Western South Australian Basin
1738;3;223;253;Southwestern Indian Ridge
1739;4;253;253;St Paul and Amsterdam Islands
1740;5;203;203;Southeastern Indian Ridge
1741;6;203;253;Perth Basin
1742;7;223;253;South Tasman Rise
1743;8;253;253;North Australian Basin
1744;9;203;203;Cocos Islands
1745;10;203;253;Wharton Basin
1746;11;223;253;Christmas Island
1747;12;253;253;Mid-Indian Basin
1748;13;203;203;Mid-Indian Ridge
1749;14;203;253;The Comoros
1750;15;223;253;Lake Tchad
1751;16;253;253;Lake Victoria
1752;17;203;203;Lake Tangayika
1753;18;203;253;Lake Malawi
1754;25;200;200;Mer d'Iroise
1755;158;147;175;Cilicia
1756;21;203;203;Lake Baikal
1757;26;200;250;Madeira Islands
1758;23;223;253;Qujing
1759;30;153;75;Yuanjiang
1760;25;203;203;Xunzhou
1761;26;203;253;Lake Ontario
1762;27;223;253;Lake Erie
1763;28;253;253;Lake Huron
1764;29;203;203;Lake Michigan
1765;30;203;253;Lake Superior
1766;52;251;251;New Caledonia Island
1767;158;143;75;Rama
1768;45;201;201;Tasman Basin
1769;34;203;253;Komandorskie Islands
1770;35;223;253;Attu and Kiska Islands
1771;36;253;253;Kamtchatka Trench
1772;37;203;203;West Aleutian Trench
1773;38;203;253;Emperor Seamount Chain
1774;39;223;253;Wake Island
1775;40;253;253;Mapmaker Seamounts
1776;41;203;203;Ratak Chain
1777;42;203;253;West Mid-Pacific Mountains
1778;43;223;253;Ralik Chain
1779;46;201;251;Cook Strait
1780;47;221;251;Lorw Howe Rise
1781;46;203;253;Beaufort Sea
1782;48;251;251;Three Kings Islands
1783;48;253;253;Kodiak Island
1784;49;203;203;Queen Charlotte Islands
1785;50;203;253;Andreanov Islands
1786;51;223;253;Eastern Alaska Plain
1787;52;253;253;Parker Seamount
1788;53;203;203;Western Alaska Plain
1789;54;203;253;Pioneer Fracture Zone
1790;55;223;253;Mendocino Fracture Zone
1791;56;253;253;Surveyor Fracture Zone
1792;57;203;203;East Aleutian Trench
1793;58;203;253;Midway Island
1794;59;223;253;Hawaiian Ridge
1795;60;253;253;Molokai Fracture Zone
1796;61;203;203;Cedros Trench
1797;62;203;253;Revilla Gigedo Islands
1798;63;223;253;Clarion Fracture Zone
1799;64;253;253;Coast of Hawaii
1800;65;203;203;Johnston Island
1801;66;203;253;East Mid-Pacific Mountains
1802;67;223;253;Galapagos Archipielago
1803;68;253;253;Guatemala Basin
1804;69;203;203;Carnegie Ridge
1805;70;203;253;Nazca Ridge
1806;71;223;253;San Felix Island
1807;72;253;253;Juan Fernandez Islands
1808;73;203;203;Gulf of Penas
1809;74;203;253;Clipperton Island
1810;75;223;253;Gallego Rise
1811;76;253;253;Peru Basin
1812;77;203;203;Sala y Gomez Ridge
1813;78;203;253;East Pacific Rise
1814;79;223;253;Easter Island
1815;80;253;253;Fernandez Fracture Zone
1816;81;203;203;Northern Line Islands
1817;82;203;253;Cocos Ridge
1818;83;223;253;Galapagos Fracture Zone
1819;85;203;203;Chile Rise
1820;86;203;253;Mornington Abyssal Plain
1821;137;159;120;Patwin
1822;9;33;170;Maidu
1823;137;35;220;Mi-wuk
1824;9;37;20;Pomo
1825;91;223;253;Bounty Island
1826;92;253;253;South Fiji Basin
1827;93;203;203;Samoa and Tonga Islands
1828;94;203;253;Southern Cook Islands
1829;95;223;253;Southwest Pacific Basin
1830;96;253;253;Society Islands
1831;97;203;203;Challenger Fracture
1832;98;203;253;Southeast Pacific Ridge
1833;99;223;253;Eltanin Fracture Zone
1834;100;253;253;Phoenix Islands
